yield_id,crop_id,location_id,year,hg_per_ha_yield
252,2,3,1996,70000
253,3,3,1996,17500
254,8,3,1996,85455
255,6,3,1996,13738
256,7,3,1997,44205
257,1,3,1997,5959
258,2,3,1997,68571
259,3,3,1997,20000
260,8,3,1997,78098
261,6,3,1997,15509
262,7,3,1998,55728
263,1,3,1998,7396
264,2,3,1998,62724
265,3,3,1998,20000
266,8,3,1998,76256
267,6,3,1998,17143
268,7,3,1999,59821
269,1,3,1999,6361
270,2,3,1999,54597
271,3,3,1999,14235
272,8,3,1999,82865
273,6,3,1999,17391
274,7,3,2000,82992
275,1,3,2000,5745
276,2,3,2000,29885
277,3,3,2000,13454
278,4,3,2000,3333
279,5,3,2000,2333
280,8,3,2000,34938
281,6,3,2000,17023
282,7,3,2001,94072
283,1,3,2001,5754
284,2,3,2001,42552
285,3,3,2001,13701
286,4,3,2001,3571
287,5,3,2001,2500
288,8,3,2001,44458
289,6,3,2001,16667
290,7,3,2002,110071
291,1,3,2002,6706
292,2,3,2002,42754
293,3,3,2002,13198
294,4,3,2002,3400
295,5,3,2002,2857
296,8,3,2002,42190
297,6,3,2002,15455
298,7,3,2004,125605
299,1,3,2004,5404
300,2,3,2004,20150
301,3,3,2004,11584
302,4,3,2004,3333
303,5,3,2004,3600
304,8,3,2004,45360
305,6,3,2004,12442
306,7,3,2005,117628
307,1,3,2005,6736
308,2,3,2005,23646
309,3,3,2005,6977
310,4,3,2005,3333
311,5,3,2005,3793
312,8,3,2005,46159
313,6,3,2005,10946
314,7,3,2006,117201
315,1,3,2006,4687
316,2,3,2006,52148
317,3,3,2006,4947
318,4,3,2006,4091
319,5,3,2006,4286
320,8,3,2006,44240
321,6,3,2006,10000
322,7,3,2007,115387
323,1,3,2007,5091
324,2,3,2007,62138
325,3,3,2007,5143
326,4,3,2007,4031
327,5,3,2007,6883
328,8,3,2007,58855
329,6,3,2007,10000
330,7,3,2008,148084
331,1,3,2008,7946
332,2,3,2008,85085
333,3,3,2008,5084
334,4,3,2008,929
335,5,3,2008,8575
336,8,3,2008,65437
337,6,3,2008,10000
338,7,3,2009,151759
339,1,3,2009,6614
340,2,3,2009,86509
341,3,3,2009,6028
342,4,3,2009,2480
343,5,3,2009,4449
344,8,3,2009,66475
345,6,3,2009,10000
346,7,3,2010,155782
347,1,3,2010,7200
348,2,3,2010,87425
349,3,3,2010,7403
350,4,3,2010,2814
351,5,3,2010,4446
352,8,3,2010,63001
353,6,3,2010,10526
354,7,3,2011,133649
355,1,3,2011,7376
356,2,3,2011,81366
357,3,3,2011,8914
358,4,3,2011,3320
359,5,3,2011,5294
360,8,3,2011,65512
361,6,3,2011,10959
362,7,3,2012,100073
363,1,3,2012,7770
364,2,3,2012,69381
365,3,3,2012,7703
366,4,3,2012,998
367,5,3,2012,1641
368,8,3,2012,52954
369,6,3,2012,11258
370,7,3,2013,140517
371,1,3,2013,9467
372,2,3,2013,63303
373,3,3,2013,12744
374,4,3,2013,2415
375,5,3,2013,4405
376,8,3,2013,73409
377,6,3,2013,9022
378,7,4,1990,100000
379,7,4,1990,100000
380,1,4,1990,34608
381,1,4,1990,34608
382,2,4,1990,202747
383,2,4,1990,202747
384,3,4,1990,36709
385,3,4,1990,36709
386,4,4,1990,28116
387,4,4,1990,28116
388,5,4,1990,21566
389,5,4,1990,21566
390,8,4,1990,131864
391,8,4,1990,131864
392,6,4,1990,18947
393,6,4,1990,18947
394,7,4,1991,100000
395,7,4,1991,100000
396,1,4,1991,40444
397,1,4,1991,40444
398,2,4,1991,205692
399,2,4,1991,205692
400,3,4,1991,40294
401,3,4,1991,40294
402,4,4,1991,33320
403,4,4,1991,33320
404,5,4,1991,22750
405,5,4,1991,22750
406,8,4,1991,131364
407,8,4,1991,131364
408,6,4,1991,18972
409,6,4,1991,18972
410,7,4,1992,100000
411,7,4,1992,100000
412,1,4,1992,45237
413,1,4,1992,45237
414,2,4,1992,199039
415,2,4,1992,199039
416,3,4,1992,52075
417,3,4,1992,52075
418,4,4,1992,36217
419,4,4,1992,36217
420,5,4,1992,22915
421,5,4,1992,22915
422,8,4,1992,127273
423,8,4,1992,127273
424,6,4,1992,21809
425,6,4,1992,21809
426,7,4,1993,100000
427,7,4,1993,100000
428,1,4,1993,43552
429,1,4,1993,43552
430,2,4,1993,210314
431,2,4,1993,210314
432,3,4,1993,43559
433,3,4,1993,43559
434,4,4,1993,39529
435,4,4,1993,39529
436,5,4,1993,21589
437,5,4,1993,21589
438,8,4,1993,122955
439,8,4,1993,122955
440,6,4,1993,23272
441,6,4,1993,23272
442,7,4,1994,100000
443,7,4,1994,100000
444,1,4,1994,42371
445,1,4,1994,42371
446,2,4,1994,230166
447,2,4,1994,230166
448,3,4,1994,42989
449,3,4,1994,42989
450,4,4,1994,35065
451,4,4,1994,35065
452,5,4,1994,20386
453,5,4,1994,20386
454,8,4,1994,176667
455,8,4,1994,176667
456,6,4,1994,20237
457,6,4,1994,20237
458,7,4,1995,100000
459,7,4,1995,100000
460,1,4,1995,45223
461,1,4,1995,45223
462,2,4,1995,274272
463,2,4,1995,274272
464,3,4,1995,50306
465,3,4,1995,50306
466,4,4,1995,34588
467,4,4,1995,34588
468,5,4,1995,20446
469,5,4,1995,20446
470,8,4,1995,168000
471,8,4,1995,168000
472,6,4,1995,21675
473,6,4,1995,21675
474,7,4,1996,100000
475,7,4,1996,100000
476,1,4,1996,40397
477,1,4,1996,40397
478,2,4,1996,228877
479,2,4,1996,228877
480,3,4,1996,51031
481,3,4,1996,51031
482,4,4,1996,38763
483,4,4,1996,38763
484,5,4,1996,21051
485,5,4,1996,21051
486,8,4,1996,170000
487,8,4,1996,170000
488,6,4,1996,19344
489,6,4,1996,19344
490,7,4,1997,100000
491,7,4,1997,100000
492,1,4,1997,45557
493,1,4,1997,45557
494,2,4,1997,268502
495,2,4,1997,268502
496,3,4,1997,53703
497,3,4,1997,53703
498,4,4,1997,36845
499,4,4,1997,36845
500,5,4,1997,17212
501,5,4,1997,17212
502,8,4,1997,145662
503,8,4,1997,145662
504,6,4,1997,22426
505,6,4,1997,22426
506,7,4,1998,100000
507,7,4,1998,100000
508,1,4,1998,60780
509,1,4,1998,60780
510,2,4,1998,293744
511,2,4,1998,293744
512,3,4,1998,47762
513,3,4,1998,47762
514,4,4,1998,48105
515,4,4,1998,48105
516,5,4,1998,26937
517,5,4,1998,26937
518,8,4,1998,175055
519,8,4,1998,175055
520,6,4,1998,26088
521,6,4,1998,26088
522,7,4,1999,100000
523,7,4,1999,100000
524,1,4,1999,53702
525,1,4,1999,53702
526,2,4,1999,238938
527,2,4,1999,238938
528,3,4,1999,57337
529,3,4,1999,57337
530,4,4,1999,43845
531,4,4,1999,43845
532,5,4,1999,24450
533,5,4,1999,24450
534,8,4,1999,143991
535,8,4,1999,143991
536,6,4,1999,23028
537,6,4,1999,23028
538,7,4,2000,100000
539,7,4,2000,100000
540,1,4,2000,54329
541,1,4,2000,54329
542,2,4,2000,277566
543,2,4,2000,277566
544,3,4,2000,47798
545,3,4,2000,47798
546,4,4,2000,46477
547,4,4,2000,46477
548,5,4,2000,23312
549,5,4,2000,23312
550,8,4,2000,151462
551,8,4,2000,151462
552,6,4,2000,24873
553,6,4,2000,24873
554,7,4,2001,100000
555,7,4,2001,100000
556,1,4,2001,54553
557,1,4,2001,54553
558,2,4,2001,283768
559,2,4,2001,283768
560,3,4,2001,57495
561,3,4,2001,57495
562,4,4,2001,47429
563,4,4,2001,47429
564,5,4,2001,25846
565,5,4,2001,25846
566,8,4,2001,155212
567,8,4,2001,155212
568,6,4,2001,24934
569,6,4,2001,24934
570,7,4,2002,100000
571,7,4,2002,100000
572,1,4,2002,60791
573,1,4,2002,60791
574,2,4,2002,251347
575,2,4,2002,251347
576,3,4,2002,57197
577,3,4,2002,57197
578,4,4,2002,52691
579,4,4,2002,52691
580,5,4,2002,26304
581,5,4,2002,26304
582,8,4,2002,155890
583,8,4,2002,155890
584,6,4,2002,22398
585,6,4,2002,22398
586,7,4,2004,100000
587,7,4,2004,100000
588,1,4,2004,63931
589,1,4,2004,63931
590,2,4,2004,288717
591,2,4,2004,288717
592,3,4,2004,62661
593,3,4,2004,62661
594,4,4,2004,45531
595,4,4,2004,45531
596,5,4,2004,22075
597,5,4,2004,22075
598,8,4,2004,154867
599,8,4,2004,154867
600,6,4,2004,25441
601,6,4,2004,25441
602,7,4,2005,100000
603,7,4,2005,100000
604,1,4,2005,73587
605,1,4,2005,73587
606,2,4,2005,283917
607,2,4,2005,283917
608,3,4,2005,60165
609,3,4,2005,60165
610,4,4,2005,51872
611,4,4,2005,51872
612,5,4,2005,27287
613,5,4,2005,27287
614,8,4,2005,154472
615,8,4,2005,154472
616,6,4,2005,26356
617,6,4,2005,26356
618,7,4,2006,100000
619,7,4,2006,100000
620,1,4,2006,59030
621,1,4,2006,59030
622,2,4,2006,285828
623,2,4,2006,285828
624,3,4,2006,70610
625,3,4,2006,70610
626,4,4,2006,46778
627,4,4,2006,46778
628,5,4,2006,26793
629,5,4,2006,26793
630,8,4,2006,143478
631,8,4,2006,143478
632,6,4,2006,25302
633,6,4,2006,25302
634,7,4,2007,100000
635,7,4,2007,100000
636,1,4,2007,76655
637,1,4,2007,76655
638,2,4,2007,286765
639,2,4,2007,286765
640,3,4,2007,65604
641,3,4,2007,65604
642,4,4,2007,47021
643,4,4,2007,47021
644,5,4,2007,29712
645,5,4,2007,29712
646,8,4,2007,141667
647,8,4,2007,141667
648,6,4,2007,26234
649,6,4,2007,26234
650,7,4,2008,100000
651,7,4,2008,100000
652,1,4,2008,64525
653,1,4,2008,64525
654,2,4,2008,279412
655,2,4,2008,279412
656,3,4,2008,68278
657,3,4,2008,68278
658,4,4,2008,47474
659,4,4,2008,47474
660,5,4,2008,28216
661,5,4,2008,28216
662,8,4,2008,145105
663,8,4,2008,145105
664,6,4,2008,28271
665,6,4,2008,28271
666,7,4,2009,101695
667,7,4,2009,101695
668,1,4,2009,55760
669,1,4,2009,55760
670,2,4,2009,284439
671,2,4,2009,284439
672,3,4,2009,68842
673,3,4,2009,68842
674,4,4,2009,38752
675,4,4,2009,38752
676,5,4,2009,18480
677,5,4,2009,18480
678,8,4,2009,151208
679,8,4,2009,151208
680,6,4,2009,19628
681,6,4,2009,19628
682,7,4,2010,101000
683,7,4,2010,101000
684,1,4,2010,78040
685,1,4,2010,78040
686,2,4,2010,289849
687,2,4,2010,289849
688,3,4,2010,57646
689,3,4,2010,57646
690,4,4,2010,48163
691,4,4,2010,48163
692,5,4,2010,29053
693,5,4,2010,29053
694,8,4,2010,149382
695,8,4,2010,149382
696,6,4,2010,27113
697,6,4,2010,27113
698,7,4,2011,100000
699,7,4,2011,100000
700,1,4,2011,63503
701,1,4,2011,63503
702,2,4,2011,286657
703,2,4,2011,286657
704,3,4,2011,67901
705,3,4,2011,67901
706,4,4,2011,44029
707,4,4,2011,44029
708,5,4,2011,26053
709,5,4,2011,26053
710,8,4,2011,148754
711,8,4,2011,148754
712,6,4,2011,35063
713,6,4,2011,35063
714,7,4,2012,100000
715,7,4,2012,100000
716,1,4,2012,57346
717,1,4,2012,57346
718,2,4,2012,287821
719,2,4,2012,287821
720,3,4,2012,66617
721,3,4,2012,66617
722,4,4,2012,46534
723,4,4,2012,46534
724,5,4,2012,22814
725,5,4,2012,22814
726,8,4,2012,148126
727,8,4,2012,148126
728,6,4,2012,32199
729,6,4,2012,32199
730,7,4,2013,99459
731,7,4,2013,99459
732,1,4,2013,66037
733,1,4,2013,66037
734,2,4,2013,288984
735,2,4,2013,288984
736,3,4,2013,67187
737,3,4,2013,67187
738,4,4,2013,40852
739,4,4,2013,40852
740,5,4,2013,25391
741,5,4,2013,25391
742,8,4,2013,147498
743,8,4,2013,147498
744,6,4,2013,26581
745,6,4,2013,26581
746,1,5,1992,32344
747,2,5,1992,111301
748,6,5,1992,21600
749,1,5,1993,32261
750,2,5,1993,134416
751,6,5,1993,22257
752,1,5,1994,32667
753,2,5,1994,131195
754,6,5,1994,17842
755,1,5,1995,18261
756,2,5,1995,131196
757,6,5,1995,25480
758,1,5,1996,22239
759,2,5,1996,129626
760,6,5,1996,23569
761,1,5,1997,45548
762,2,5,1997,109362
763,6,5,1997,17009
764,1,5,1998,26082
765,2,5,1998,134409
766,6,5,1998,20651
767,1,5,1999,40303
768,2,5,1999,130618
769,6,5,1999,19466
770,1,5,2000,23178
771,2,5,2000,87349
772,6,5,2000,16679
773,1,5,2001,37913
774,2,5,2001,114619
775,6,5,2001,22263
776,1,5,2002,37380
777,2,5,2002,122814
778,6,5,2002,23877
779,1,5,2004,61791
780,2,5,2004,161509
781,6,5,2004,23416
782,1,5,2005,44692
783,2,5,2005,164459
784,6,5,2005,20252
785,1,5,2006,33271
786,2,5,2006,163418
787,6,5,2006,14627
788,1,5,2007,53262
789,2,5,2007,184719
790,6,5,2007,25837
791,1,5,2008,53424
792,2,5,2008,189096
793,6,5,2008,24322
794,1,5,2009,57763
795,2,5,2009,185496
796,6,5,2009,22374
797,1,5,2010,46724
798,2,5,2010,170146
799,6,5,2010,21192
800,1,5,2011,54257
801,2,5,2011,194426
802,6,5,2011,28800
803,1,5,2012,62215
804,2,5,2012,207151
805,6,5,2012,26010
806,1,5,2013,67114
807,2,5,2013,215290
808,6,5,2013,31273
809,1,6,1990,41821
810,1,6,1990,41821
811,1,6,1990,41821
812,1,6,1990,41821
813,1,6,1990,41821
814,1,6,1990,41821
815,2,6,1990,289832
816,2,6,1990,289832
817,2,6,1990,289832
818,2,6,1990,289832
819,2,6,1990,289832
820,2,6,1990,289832
821,3,6,1990,88000
822,3,6,1990,88000
823,3,6,1990,88000
824,3,6,1990,88000
825,3,6,1990,88000
826,3,6,1990,88000
827,4,6,1990,24883
828,4,6,1990,24883
829,4,6,1990,24883
830,4,6,1990,24883
831,4,6,1990,24883
832,4,6,1990,24883
833,5,6,1990,15718
834,5,6,1990,15718
835,5,6,1990,15718
836,5,6,1990,15718
837,5,6,1990,15718
838,5,6,1990,15718
839,8,6,1990,137140
840,8,6,1990,137140
841,8,6,1990,137140
842,8,6,1990,137140
843,8,6,1990,137140
844,8,6,1990,137140
845,6,6,1990,16344
846,6,6,1990,16344
847,6,6,1990,16344
848,6,6,1990,16344
849,6,6,1990,16344
850,6,6,1990,16344
851,1,6,1991,39938
852,1,6,1991,39938
853,1,6,1991,39938
854,1,6,1991,39938
855,1,6,1991,39938
856,1,6,1991,39938
857,2,6,1991,285359
858,2,6,1991,285359
859,2,6,1991,285359
860,2,6,1991,285359
861,2,6,1991,285359
862,2,6,1991,285359
863,3,6,1991,88427
864,3,6,1991,88427
865,3,6,1991,88427
866,3,6,1991,88427
867,3,6,1991,88427
868,3,6,1991,88427
869,4,6,1991,19865
870,4,6,1991,19865
871,4,6,1991,19865
872,4,6,1991,19865
873,4,6,1991,19865
874,4,6,1991,19865
875,5,6,1991,15551
876,5,6,1991,15551
877,5,6,1991,15551
878,5,6,1991,15551
879,5,6,1991,15551
880,5,6,1991,15551
881,8,6,1991,151142
882,8,6,1991,151142
883,8,6,1991,151142
884,8,6,1991,151142
885,8,6,1991,151142
886,8,6,1991,151142
887,6,6,1991,14698
888,6,6,1991,14698
889,6,6,1991,14698
890,6,6,1991,14698
891,6,6,1991,14698
892,6,6,1991,14698
893,1,6,1992,51721
894,1,6,1992,51721
895,1,6,1992,51721
896,1,6,1992,51721
897,1,6,1992,51721
898,1,6,1992,51721
899,2,6,1992,289220
900,2,6,1992,289220
901,2,6,1992,289220
902,2,6,1992,289220
903,2,6,1992,289220
904,2,6,1992,289220
905,3,6,1992,88346
906,3,6,1992,88346
907,3,6,1992,88346
908,3,6,1992,88346
909,3,6,1992,88346
910,3,6,1992,88346
911,4,6,1992,25431
912,4,6,1992,25431
913,4,6,1992,25431
914,4,6,1992,25431
915,4,6,1992,25431
916,4,6,1992,25431
917,5,6,1992,21141
918,5,6,1992,21141
919,5,6,1992,21141
920,5,6,1992,21141
921,5,6,1992,21141
922,5,6,1992,21141
923,8,6,1992,127548
924,8,6,1992,127548
925,8,6,1992,127548
926,8,6,1992,127548
927,8,6,1992,127548
928,8,6,1992,127548
929,6,6,1992,17812
930,6,6,1992,17812
931,6,6,1992,17812
932,6,6,1992,17812
933,6,6,1992,17812
934,6,6,1992,17812
935,1,6,1993,44261
936,1,6,1993,44261
937,1,6,1993,44261
938,1,6,1993,44261
939,1,6,1993,44261
940,1,6,1993,44261
941,2,6,1993,290981
942,2,6,1993,290981
943,2,6,1993,290981
944,2,6,1993,290981
945,2,6,1993,290981
946,2,6,1993,290981
947,3,6,1993,76400
948,3,6,1993,76400
949,3,6,1993,76400
950,3,6,1993,76400
951,3,6,1993,76400
952,3,6,1993,76400
953,4,6,1993,12834
954,4,6,1993,12834
955,4,6,1993,12834
956,4,6,1993,12834
957,4,6,1993,12834
958,4,6,1993,12834
959,5,6,1993,16168
960,5,6,1993,16168
961,5,6,1993,16168
962,5,6,1993,16168
963,5,6,1993,16168
964,5,6,1993,16168
965,8,6,1993,132702
966,8,6,1993,132702
967,8,6,1993,132702
968,8,6,1993,132702
969,8,6,1993,132702
970,8,6,1993,132702
971,6,6,1993,19658
972,6,6,1993,19658
973,6,6,1993,19658
974,6,6,1993,19658
975,6,6,1993,19658
976,6,6,1993,19658
977,1,6,1994,46620
978,1,6,1994,46620
979,1,6,1994,46620
980,1,6,1994,46620
981,1,6,1994,46620
982,1,6,1994,46620
983,2,6,1994,294270
984,2,6,1994,294270
985,2,6,1994,294270
986,2,6,1994,294270
987,2,6,1994,294270
988,2,6,1994,294270
989,3,6,1994,81537
990,3,6,1994,81537
991,3,6,1994,81537
992,3,6,1994,81537
993,3,6,1994,81537
994,3,6,1994,81537
995,4,6,1994,21697
996,4,6,1994,21697
997,4,6,1994,21697
998,4,6,1994,21697
999,4,6,1994,21697
1000,4,6,1994,21697
1001,5,6,1994,19999
1002,5,6,1994,19999
1003,5,6,1994,19999
1004,5,6,1994,19999
1005,5,6,1994,19999
1006,5,6,1994,19999
1007,8,6,1994,140961
1008,8,6,1994,140961
1009,8,6,1994,140961
1010,8,6,1994,140961
1011,8,6,1994,140961
1012,8,6,1994,140961
1013,6,6,1994,11356
1014,6,6,1994,11356
1015,6,6,1994,11356
1016,6,6,1994,11356
1017,6,6,1994,11356
1018,6,6,1994,11356
1019,1,6,1995,48263
1020,1,6,1995,48263
1021,1,6,1995,48263
1022,1,6,1995,48263
1023,1,6,1995,48263
1024,1,6,1995,48263
1025,2,6,1995,298183
1026,2,6,1995,298183
1027,2,6,1995,298183
1028,2,6,1995,298183
1029,2,6,1995,298183
1030,2,6,1995,298183
1031,3,6,1995,88003
1032,3,6,1995,88003
1033,3,6,1995,88003
1034,3,6,1995,88003
1035,3,6,1995,88003
1036,3,6,1995,88003
1037,4,6,1995,18555
1038,4,6,1995,18555
1039,4,6,1995,18555
1040,4,6,1995,18555
1041,4,6,1995,18555
1042,4,6,1995,18555
1043,5,6,1995,15318
1044,5,6,1995,15318
1045,5,6,1995,15318
1046,5,6,1995,15318
1047,5,6,1995,15318
1048,5,6,1995,15318
1049,8,6,1995,155252
1050,8,6,1995,155252
1051,8,6,1995,155252
1052,8,6,1995,155252
1053,8,6,1995,155252
1054,8,6,1995,155252
1055,6,6,1995,17899
1056,6,6,1995,17899
1057,6,6,1995,17899
1058,6,6,1995,17899
1059,6,6,1995,17899
1060,6,6,1995,17899
1061,1,6,1996,57689
1062,1,6,1996,57689
1063,1,6,1996,57689
1064,1,6,1996,57689
1065,1,6,1996,57689
1066,1,6,1996,57689
1067,2,6,1996,312853
1068,2,6,1996,312853
1069,2,6,1996,312853
1070,2,6,1996,312853
1071,2,6,1996,312853
1072,2,6,1996,312853
1073,3,6,1996,63540
1074,3,6,1996,63540
1075,3,6,1996,63540
1076,3,6,1996,63540
1077,3,6,1996,63540
1078,3,6,1996,63540
1079,4,6,1996,20677
1080,4,6,1996,20677
1081,4,6,1996,20677
1082,4,6,1996,20677
1083,4,6,1996,20677
1084,4,6,1996,20677
1085,5,6,1996,18740
1086,5,6,1996,18740
1087,5,6,1996,18740
1088,5,6,1996,18740
1089,5,6,1996,18740
1090,5,6,1996,18740
1091,8,6,1996,172474
1092,8,6,1996,172474
1093,8,6,1996,172474
1094,8,6,1996,172474
1095,8,6,1996,172474
1096,8,6,1996,172474
1097,6,6,1996,21673
1098,6,6,1996,21673
1099,6,6,1996,21673
1100,6,6,1996,21673
1101,6,6,1996,21673
1102,6,6,1996,21673
1103,1,6,1997,59403
1104,1,6,1997,59403
1105,1,6,1997,59403
1106,1,6,1997,59403
1107,1,6,1997,59403
1108,1,6,1997,59403
1109,2,6,1997,313056
1110,2,6,1997,313056
1111,2,6,1997,313056
1112,2,6,1997,313056
1113,2,6,1997,313056
1114,2,6,1997,313056
1115,3,6,1997,83263
1116,3,6,1997,83263
1117,3,6,1997,83263
1118,3,6,1997,83263
1119,3,6,1997,83263
1120,3,6,1997,83263
1121,4,6,1997,26195
1122,4,6,1997,26195
1123,4,6,1997,26195
1124,4,6,1997,26195
1125,4,6,1997,26195
1126,4,6,1997,26195
1127,5,6,1997,18974
1128,5,6,1997,18974
1129,5,6,1997,18974
1130,5,6,1997,18974
1131,5,6,1997,18974
1132,5,6,1997,18974
1133,8,6,1997,244444
1134,8,6,1997,244444
1135,8,6,1997,244444
1136,8,6,1997,244444
1137,8,6,1997,244444
1138,8,6,1997,244444
1139,6,6,1997,18412
1140,6,6,1997,18412
1141,6,6,1997,18412
1142,6,6,1997,18412
1143,6,6,1997,18412
1144,6,6,1997,18412
1145,1,6,1998,47544
1146,1,6,1998,47544
1147,1,6,1998,47544
1148,1,6,1998,47544
1149,1,6,1998,47544
